ISBN,Book-Title,Book-Author,Genre
0590907301,Triplet Trouble and the Class Trip (Triplet Trouble),Debbie Dadey,
0590455419,The Addams Family,Elizabeth Faucher,
0590464116,Camp Fear,Carol Ellis,
0806917695,Perplexing Lateral Thinking Puzzles: Scholastic Edition,Paul Sloane,
059032120X,Sarah Bishop,Scott Odell,
0876044011,Edgar Cayce on the Akashic Records: The Book of Life,Kevin J. Todeschi,
1563526298,Get Clark Smart : The Ultimate Guide for the Savvy Consumer,Clark Howard,
0679752714,A Desert of Pure Feeling (Vintage Contemporaries),Judith Freeman,
0743509641,Christmas In Plains : Memories,Jimmy Carter,
1579902995,"The Decorated Page: Journals, Scrapbooks & Albums Made Simply Beautiful",Gwen Diehn,
0140139966,How Buildings Learn: What Happens After They're Built,Stewart Brand,
1562474855,"Here's How (American Girl Library (Middleton, Wis.).)",Laura Cornell,
0785727442,Charms for the Easy Life,Kaye Gibbons,
0767912160,A Little Piece of Sky,Nicole Bailey-Williams,
0062508113,The World's Religions: Our Great Wisdom Traditions,Huston Smith,
0295961902,Desert Exile: The Uprooting of a Japanese-American Family,Yoshiko Uchida,
0762100974,Simplify the Holidays (Simpler Life Series),Allana Baroni,
0767903196,On Mexican Time: A New Life in San Miguel,Tony Cohan,
0791445836,"Cultures of Opposition: Jewish Immigrant Workers, New York City, 1881-1905 (Suny Series in American Labor History)",Hadassa Kosak,
0312182619,How Did American Slavery Begin: Readings (Historians at Work),Edward Countryman,
080704220X,School: The Story of American Public Education,Sarah Mondale,
0690566379,"My cat has eyes of sapphire blue,",Aileen Lucia Fisher,
0874173272,The Maverick Spirit: Building the New Nevada (Wilbur S. Shepperson Series in History and Humanities),Richard O. Davies,
0809282593,Grinding It Out: The Making of McDonald's,Ray Kroc,
0061020613,Witches Abroad,Terry Pratchett,
0140281649,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,
0446673560,Ramses: The Son of Light - Volume I (Vol 1),Christian Jacq,
0679967400,"Glasses for D.W. (Step-Into-Reading, Step 3)",Marc Tolon Brown,
0448414813,The Princess Lost Her Locket (Jewel Sticker Stories Series),Jennifer Dussling,
0679826424,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones 1, paper)",Barbara Park,
031206571X,Bonny's Big Day,James Herriot,
0307126455,Disney's Beauty and the Beast (Golden Look-Look Book),Michael Teitelbaum,
0380545020,Bet You Can't!,Vicki Cobb,
0064440419,Mouse Soup,Arnold Lobel,
0394900383,Fox in Socks (I Can Read It All by Myself Beginner Books),Dr. Seuss,
0679986898,Six Sticks (Step Into Reading Math),MOLLY COXE,
0679889205,"Richard Scarry's The Early Bird (Step-Into-Reading, Step 2)",RICHARD SCARRY,
0590457837,"More Spaghetti, I Say! (Hello Reader, Level 2)",Rita Golden Gelman,
039486817X,MRS LOVEWRIGHT&PURRLES,PAUL ZELINSKY,
0307618943,The Little Fawn (Look-Look),Sonja Bullaty,
0394873386,The Berenstain Bears Go Out for the Team (First Time Books),STAN BERENSTAIN,
0590476513,"Our Changing Planet: How Volcanoes, Earthquakes, Tsunamis, and Weather Shape Our Planet (Scholastic Voyages of Discovery. Natural History, 17)",Scholastic Books,
0307118169,"Kittens, Kittens, Kittens (Golden Look-Look Book)",Edith Kunhardt,
1550371002,Something Good (Munsch for Kids),Robert Munsch,
044841645X,Baby Wolf: Level 2 (All Aboard Reading (Paperback)),Mary Batten,
0590381539,Native Americans (First Discovery Book),Gallimard Jeunesse,
0590463837,Flowers (A First Discovery Book),Claude Delafosse,
0140563628,Green Wilma (Puffin Pied Piper),Tedd Arnold,
0590629751,Don't Hurt My Pony (Pony Pals No. 10),Jeanne Betancourt,
0689841361,The Girl With 500 Middle Names,Margaret Peterson Haddix,
0307128237,Dear Barbie: Riding Champion (Dear Barbie),Hitchcock. L. L.,
0816730091,"Hello, First Grade (First Grade Is the Best)",Joanne Ryder,
0440412331,The Story of Doctor Dolittle: Being the History of His Peculiar Life at Home and Astonishing Adventures in Foreign Parts Never Befor Printed,N. H. Kleinbaum,
0140505598,My Teacher Sleeps in School (Picture Puffins),Leatie Weiss,
0819310875,Milk and Cookies:  A Frank Asch Bear Story (A Parents Magazine Read Aloud Original),Frank Asch,
0307100278,Walt Disney Pictures Presents the Little Mermaid (Golden Super Shape Books),Stephanie Calmenson,
0152005943,Supposes,Dick Gackenbach,
0448417162,Pal and Sal (All Aboard Reading (Paperback)),R. A. Herrman,
0895775980,I Can Paint (Look at Me!),Sarah Hewetson,
155971087X,Wolves for Kids,Tom Wolpert,
0590602055,My Mom the Frog,Debbie Dadey,
030712844X,Just Lost!,MERCER MAYER,
0307119475,Just My Friend & Me,MERCER MAYER,
0816724199,How to Deal With Parents (Child's Practical Guide),Richard Powell,
0843141433,Firemen and Fire Engines,Lisa Peters,
0395389909,Yummers Too: The Second Course,James Marshall,
0819311898,Who Put the Pepper in the Pot? (Parents Magazine Read Aloud Original),Joanna Cole,
081673819X,Big Fire Trucks,Joanne Barkan,
044841127X,Who Stole the Cookies? (All Aboard Reading (Paperback)),Judith Moffatt,
0027754510,Mrs. Toggle's Zipper,Robin Pulver,
0531086151,Julius,Angela Johnson,
0689314531,PINKY AND REX GET MARRIED,James Howe,
0307119726,Just Shopping with Mom (A Golden Look-Look Book),MERCER MAYER,
0517555646,Imogene's Antlers,David Small,
0140170162,Birch Browsings: A John Burroughs Reader (Penguin Nature Library Series),Bill McKibben,
0374522596,The Control of Nature,John McPhee,
0140442332,Italian Journey {1786-1788} (Penguin Classics),Johann Wolfgang Von Goethe,
067941603X,Promiscuities : The Secret Struggle for Womanhood,Naomi Wolf,
0801857635,Venus Envy: A History of Cosmetic Surgery,Elizabeth Haiken,
0609608703,Swift As Desire,Laura Esquivel,
0393092925,Crime and Punishment (Norton Critical Edition),Fyodor M. Dostoevsky,
0446671606,Good Benito,Alan Lightman,
0879231912,The Obscene Bird of Night,Jose Donoso,
0446603511,"A Man Betrayed (The Book of Words, Book 2)",J. V. Jones,
0849934958,"The Color of the Star (The Price of Liberty, 2)",Gilbert Morris,
0889650942,The Enchanted Prairie,Esther L. Vogt,
089107872X,"Before the Dawn (House of Annanbrae/Noreen Riols, Bk 3)",Noreen Riols,
1566199204,100 Dastardly Little Detective Stories,Robert Weinberg,
087123324X,The Marquis' Secret: Sequel to the Fisherman's Lady,George MacDonald,
0688145388,The Prince and the Pilgrim,Mary Stewart,
0812551613,Earth Made of Glass,John Barnes,
0786863803,The Baby Boat: A Memoir of Adoption,Patty Dann,
0679457836,The Gospel According to the Son,Norman Mailer,
0880703148,Six Hours One Friday : Anchoring to the Power of the Cross,Max Lucado,
0061012505,Storming Heaven,Kyle Mills,
0743423550,Not Guilty,Patricia MacDonald,
1577486684,Frederick Douglass: Abolitionist and Reformer (Heroes of the Faith),Rachael Phillips,
0345274679,Riddle Master of Hed,Patricia Mckillip,
0345305051,Outpost of Jupiter,Lester Del Rey,
037322222X,"Cat And Mouse (Harlequin Intrigue, No 222)",Dawn Stewardson,
0373261349,Flower In The Desert,Walter Satterthwait,
0373261403,Bloody Ten,William F. Love,
0373260997,Poison Pen,Mary Kittredge,
0373260717,Man In The Green Chevy,Susan Cooper,
8420727482,Articulos De Larra (Biblioteca Didactica Anaya),Mariano Jose De Larra,
0451208439,Cold Quarry (Frank Palvicek Mysteries (Paperback)),Straka. Andy,
0064434796,Buz,Richard Egielski,
0962789658,Doc Susie: The True Story of a Country Physician in the Colorado Rockies,Virginia Cornell,
0939165295,"The Wolf, the Woman, the Wilderness: A True Story of Returning Home",Teresa Tsimmu Martino,
0849933137,Splashes Of Joy In The Cesspools Of Life,Barbara Johnson,
0758204116,The Way It Is,Patrick Sanchez,
039913493X,"Counterattack (The Corps, Book 3)",W. E. B. Griffin,
0451520459,The Forty Second Parallel,John R. dos Passos,
3548250203,Die Schwarze Dahlie. Roman.,James Ellroy,
3426618230,Attic.,Douglas Preston,
3426603586,Das Relikt. Museum der Angst.,Douglas Preston,
0425169634,"Sins of Betrayal (Sailing Mystery Series, 1)",Valerie Wilcox,
3442040280,Das RÃ?Â¤tsel der Treverra- Gruft.,Ellis Peters,
3426701197,Die Chroniken von Thomas Covenant 6. Der Ring der Kraft.,Stephen R. Donaldson,
3426701189,Die Chroniken von Thomas Covenant 5. Der einsame Baum.,Stephen R. Donaldson,
3426701170,Die Chroniken von Thomas Covenant 4. Das verwundete Land.,Stephen R. Donaldson,
3426701146,Die Chroniken von Thomas Covenant 3. Die letzte Walstatt.,Stephen R. Donaldson,
3426701138,Die Chroniken von Thomas Covenant 2. Der siebte Kreis des Wissens.,Stephen R. Donaldson,
342670112X,Die Chroniken von Thomas Covenant 1. Der Fluch des VerÃ?Â¤chters.,Stephen R. Donaldson,
3442434475,Das Experiment.,Robin Cook,
3499228491,Die Welt als Supermarkt. Interventionen.,Michel Houellebecq,
1869412338,"Sing to me, dreamer",Shonagh Koea,
0451408977,The Stargazey: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,
0394838041,Freire Wright & Michael Foreman's Seven in one blow (A Random House pictureback),Freire Wright,
0553225820,A Book of Ruth,Syrell R. Leahy,
0449218171,The Captive,Victoria Holt,
0449232654,Paddington Green,Claire Rayner,
0394837401,"Who Lives Here?: Animals of the Pond, Forest, Prairie, Desert, Mountains, Meadow, and Swamp (Random House Pictureback)",Dot Barlowe,
1556611897,"In My Father's House (Shiloh Legacy, Book 1)",Bodie Thoene,
0307125556,Disney's: The Great Mouse Detective (Golden Look Look Book),Disney,
0394851617,Annie Finds a Home. (A Random House pictureback),"Amy, Ehrlich",
0874491096,The Gingerbread Boy (Honey Bear Books),Jim Lawrence,
030713105X,Grover's Day at the Beach: A Counting Story (Sesame Street Get Ready Series),Jessie Smith,
0874060575,30 Ways to Dump a Sister (Treetop Tales),Janet Adele Bloss,
0373225504,"Captured By A Sheikh (Harlequin Intrigue, 550)",Dan Diamond,
0785279156,Rebel With a Cause: An Autobiography,Franklin Graham,
0312979452,The Ladies of Covington Send Their Love : A Novel,Joan A. Medlicott,
0312980124,The Gardens of Covington : A Novel (Covington),Joan A. Medlicott,
0943497698,Defending the Declaration: How the Bible and Christianity Influenced the Writing of the Declaration of Independence,Gary T. Amos,
0553157213,Encyclopedia Brown Tracks Them Down (Encyclopedia Brown (Paperback)),DONALD J. SOBOL,
0840772297,Business by the book: The complete guide of Biblical principles for business men and women,Larry Burkett,
1561797162,Raising a Modern Day Knight,Robert Lewis,
0671737430,The Blessing,Gary Smalley,
0883686732,Even With My Issues,Wanda A. Turner,
0965533913,Go Ahead Self-Publish!,Eileen Birin,
1931514607,Paradise Kiss Vol 1,Ai Yazawa,
0141305371,Jane Eyre,Charlotte Bronte,
0452262496,Lust for Life,Irving Stone,
847223875X,Groucho Y Yo,Groucho Marx,
8433920340,Amor y Gallinas,P. G. Wodehouse,
1586481274,Lessons for Dylan: From Father to Son,Joel Siegel,
0345274237,Camera Never Blinks,Rather,
078621807X,1999 (Thorndike Large Print Christian Fiction),Stanely C. Baldwin,
0960725695,Humor: The Magic of Genie,Jeanne Robertson,
0140275657,Age of Iron,J. M. Coetzee,
0684871688,All Quiet On The Orient Express: A Novel,Magnus Mills,
0517263297,Complete Works Of William Shakespeare J,William Shakespeare,
0140373624,The Complete Adventures of Charlie and Mr.Willy Wonka,Roald Dahl,
0140033025,Miguel Street,V. S. Naipaul,
0140239405,Strange Pilgrims: Twelve Stories (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,
1859840663,Motorcycle Diaries: A Journey Around South America,Ernesto Guevara,
0684718065,The Short Stories of Ernest Hemingway,Ernest Hemingway,
0140482091,The Importance of Being Earnest and Other Plays,Oscar Wilde,
0140282734,A Portrait of the Artist as a Young Man (Essential.penguin S.),James Joyce,
0140292950,"The Red Pony (Steinbeck \Essentials\"")""",John Steinbeck,
1843910330,Hadji Murat,Leo Tolstoy,
0375756752,The Arabian Nights : Tales from a Thousand and One Nights (Modern Library Classics),RICHARD BURTON,
0802135994,One Thousand Roads to Mecca: Ten Centuries of Travelers Writing About the Muslim Pilgrimage,Michael Wolfe,
0553572857,"Shadow Moon (Chronicles of the Shadow War, Book 1)",George Lucas,
067124079X,The Joy of Gay Sex: An Intimate Guide for Gay Men to the Pleasures of a Gay Lifestyle (Fireside Books (Holiday House)),Charles Silverstein,
0915175290,Brandy Wine,John Ahern,
0789005964,A Consumer's Guide to Male Hustlers,Joseph Itiel,
1864367210,Crossfire: An Australian Reconnaissance Unit in Vietnam,Peter Haran,
080506009X,Catch a Fire: The Life of Bob Marley,Timothy White,
1557505942,"Neither Sharks Nor Wolves: The Men of Nazi Germany's U-Boat Arm, 1939-1945",Timothy Mulligan,
1579549276,My Prison Without Bars,Pete Rose,
0393326713,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks,
1582617686,Tales of the 1962 New York Mets: a collection of the greatest stories ever told,Janet Paskin,
1582616345,The New York Mets Encyclopedia,Peter C. Bjarkman,
0805426981,The Homosexual Agenda: Exposing the Principal Threat to Religious Freedom Today,Alan Sears,
0060507322,"The Bad Guys Won! A Season of Brawling, Boozing, Bimbo-chasing, and Championship Baseball with Straw, Doc, Mookie, Nails, The Kid, and the Rest of the 1986 Mets, the Rowdiest Team Ever to Put on a New York Uniform--and Maybe the Best",Jeff Pearlman,
0743233425,Sacred Rage : The Wrath of Militant Islam,Robin Wright,
0060521600,Ice Hunt,James Rollins,
0465027407,So Others Might Live: A History of New York's Bravest--The FDNY from 1700 to the Present,Terry Golway,
0517092891,Mark Twain: Four Complete Novels,MARK TWAIN,
1586482734,John F. Kerry: The Complete Biography By The Boston Globe Reporters Who Know Him Best (Publicaffairs Reports),Michael Kranish,
0375508619,The Hunt for Bin Laden,ROBIN MOORE,
0399526013,Boxing the Complete Guide to Training and Fitness: The Complete Guide to Training and Fitness,Danna Scott,
0517087863,Lore of Sportfishing,Tre Tryckare,
0060088613,Fire,Sebastian Junger,
0062733540,Men's Fitness Magazine's Complete Guide to Health and Well-Being,Kevin Cobb,
0790000873,Eat to Compete,Jeni Pearce,
0860072495,Days of hope,Jim Allen,
0964967804,A Partier's Guide to 51 Drinking Games,Brian Pellham,
8425202396,El Libro de La Selva,Rudyard Kipling,
067140010X,The Women's Room,Marilyn French,
1894294483,Caged Eagle: A Novel,Richard Rohmer,
3466306264,Mut Zu Klaren Worten. Wie Frauen Sich in Konfliktgesprdchen Behaupten,Nele Haasen,
3518379895,Die Billigesser.,Thomas Bernhard,
0812932005,Prosperity: The Coming Twenty-Year Boom and What It Means to You,Bob Davis,
3257227132,Stiller Trost.,Margaret Millar,
382180260X,"Frau Rettich, die Czerni und ich: Eine Sommerverlobung",Simone Borowiak,
3257224451,Die wilde Geschichte vom Wassertrinker. Roman.,John Irving,
0394872223,"Go Away, Bad Dreams! (Random House Pictureback)",Susan Hill,
0439340136,The Best Christmas Ever,Sylvia Green,
0064420299,Invisible Stanley,Jeff Brown,
0671877380,GLENRAVEN  (HARDCOVER),Marion Zimmer Bradley,
0523419252,Pac-Mania,Haller Schwartz,
0764553410,Incorporating Your Business for Dummies,The Company Corporation,
1401901689,The Truth: The Only Fitness Book You'll Ever Need,Frank Sepe,
0525947590,The World's Fittest You: Four Weeks to Total Fitness,Joe Decker,
0195147103,Voodoo Science: The Road from Foolishness to Fraud,Robert L. Park,
0758206232,The Secret to Low Carb Success: How to Get the Most Out of Your Low Carbohydrate Diet,Laura Richard,
1401901492,Life Is Short-Wear Your Party Pants: Ten Simple Truths That Lead to an Amazing Life,Loretta Laroche,
0771084226,Farewell to God: My Reasons for Rejecting the Christian Faith,Charles Templeton,
1401900577,Getting Unstuck: 8 Simple Steps to Solving Any Problem,"Joy, Dr. Browne",
0300036884,The Desert is no lady: Southwestern landscapes in women's writing and art,Vera Norwood,
0345389239,Mother and Two Daughters,GAIL GODWIN,
0816131376,Love's masquerade,Caroline Courtney,
0445408111,Not As Far As Velma,Nicholas Freeling,
1551660687,Cardinal Rules,Barbara Delinsky,
0380777150,From Here to Paternity (Jane Jeffry Mysteries (Paperback)),Jill Churchill,
3251301179,Kein Job fÃ¼r eine Dame (Haffmanns-Kriminalroman),Wolfgang Schweiger,
3455040012,Von Juni zu Juni: Roman,Irina Korschunow,
3426016672,Ich will Ihren Mann. Roman.,Joy Fielding,
0940322471,A Month in the Country (New York Review Books Classics),James Lloyd Carr,
0345443454,Big City Eyes (Ballantine Reader's Circle),Delia Ephron,
0679761810,Once Were Warriors,Alan Duff,
0670832847,Rumpole a LA Carte,John Clifford Mortimer,
039302024X,How Can We Keep From Singing: Music and the Passionate Life,Joan Oliver Goldsmith,
0394562631,The Sorrow of Belgium,Hugo Claus,
1558502831,How to Outnegotiate Anyone (Even a Car Dealer!),Leo Reilly,
0836228065,"John Rosemond's Six-Point Plan : for Raising Happy, Healthy Children",John Rosemond,
0517555875,Muffins: Sixty Sweet and Savory Recipes...from Old Favorites to New,Elizabeth Alston,
006447111x,Rite of Passage,Richard Wright,
0451455924,Sci-Fi Private Eye (Roc Science Fiction),Charles G. Waugh,
0802713912,The Turk: The Life and Times of the Famous Eighteenth-Century Chess-Playing Machine,Tom Standage,
0345342461,Voyage from Yesteryear,James P. Hogan,
0451206266,The Monk Who Vanished: A Mystery of Ancient Ireland,Peter Tremayne,
0671578286,Cordelia's Honor (Hugo Winners),Lois McMaster Bujold,
0441110894,Clay's Ark,Octavia Butler,
0345306317,Space Cadet,Robert A. Heinlein,
0553205455,I Sing the Body Elecric,Ray Bradbury,
0451409965,The Da Vinci Deception (Inspector Jack Oxby Novels),Thomas Swan,
0345277961,Between Planets,Robert A. Heinlein,
0345388216,Dragonseye (Dragonriders of Pern Series),Anne McCaffrey,
1577193857,Let's Plays Impossible,Hildy Mesnick,
0740704931,"Hey, Girl!",Timothy Mikkelsen,
0425109828,Star-Crossed: The Story of Robert Walker and Jennifer Jones,Beverly Linet,
0207180342,Travelling Light (Imprint Travel),Robyn Davidson,
1896356192,Nerve: A Novel,Barbra Leslie,
3407787928,"Keine Angst vor kLN Fischen, Flanagan",Andreu Martin,
3407787243,Liebeskummer,Karel Eykman,
3629016642,Feuer des Herzens. Briefe an eine Freundin.,Susanna Tamaro,
0399149805,Skyhook,John J. Nance,
0515132624,Headwind,John J. Nance,
0446512958,Rite of Spring,Andrew M. Greeley,
0670877263,The Underpainter,Jane Urquhart,
155885133X,Sweet Fifteen,Diane Gonzales Bertrand,
0876044445,"Anna, Woman of Miracles: The Story of the Grandmother of Jesus",Vivian Van Vick,
