ISBN,Shard
0762727942,T
1590591224,G
0787108960,T
0812522133,T
014028852X,D
1887424148,A
0060928174,A
0425063879,N
1563890895,A
0425064921,D
0425061957,W
1878424483,T
0789205106,C
0679445358,I
1861870612,W
0804831904,C
0517163446,M
1565123778,I
0553578731,I
0020292651,B
0898866294,W
1904492355,M
0440118700,C
0380710897,A
0615116426,M
0590457241,Y
0553242172,R
0553800949,F
0330328913,C
0738867543,T
0349105715,C
057114456X,I
3257205082,M
0849955815,G
0590101129,W
069811406X,F
0373612605,J
0140430083,T
1582340722,S
0373822030,S
0060000791,T
006050918X,C
0140124381,B
8434860058,G
039305747X,C
0689303173,T
0140441654,U
0140158014,R
0140118047,B
0732264472,T
0394759753,T
0910147140,W
0895778742,R
0821723502,A
0345418271,F
0534005411,P
0804114277,P
0671795570,F
0312955006,T
0440236169,B
0425178552,W
0312278284,T
014071491X,T
1902825969,T
0380803240,T
0843952407,T
0553235400,P
0679723110,G
0140430350,V
037325024X,O
0743463544,T
193152713X,A
1400060222,G
0061057908,A
0061050946,A
0061044431,T
0802140149,I
006093140X,T
0345351878,R
0441003389,F
0441005314,F
0061057894,A
0380720868,S
078670621X,E
0393315606,M
0060936231,S
0156002108,T
0786864400,T
0140178139,L
8432206725,L
8055103291,C
0440219930,E
8085128829,M
0395640229,P
0060178248,T
8804351616,I
1573220663,T
0140139400,T
0671682083,T
8434850915,M
9151830485,A
0192816276,T
0330353713,S
0060503475,I
1400060117,A
081296800X,G
0449908798,D
0743255224,N
0399146113,I
0312291523,T
0446675059,T
1558614621,T
0753811251,I
0375411550,T
0679774025,A
0380705648,J
0812968182,T
0385318804,T
0380652277,M
0375508627,M
0452284937,G
1573222267,B
0316781010,F
0865472807,H
0345460359,D
1885211929,S
0743201027,L
156292530X,A
0684836556,T
0842307419,E
1556612966,T
0590465953,T
0671017276,T
0895772175,T
0064405109,L
0064405486,G
0064400018,L
1561797111,G
0836217799,B
083611714X,R
0440490995,T
0380698714,S
0553481185,J
0689835744,S
0590450336,T
0316115568,A
0590623516,T
0140511008,T
0609602438,T
9723704552,O
067177459X,T
0618071784,W
1550660160,H
0876054440,F
0882547593,F
0316057517,T
0866220445,T
0517880539,C
0671449621,N
3923880642,D
0312104456,C
0385314280,W
0345285859,S
0872168255,L
0804102988,S
0440150167,L
0974807702,S
0590988867,T
059050214X,A
0316286125,B
0590053698,F
038523029X,S
0152177639,M
0380715635,O
0517667185,A
0316613231,L
0140343865,D
0807593664,T
044021212X,A
0440411335,M
0440497272,T
059042243X,A
0140365826,A
0671550748,C
0821715186,T
0060233346,W
0590098535,N
0671866966,H
072324216X,T
0140314512,E
0590432664,C
0440430712,G
0590972154,B
0380750260,S
0449219895,A
0590399888,C
0874067715,C
006440160X,A
0316142417,S
0786813563,G
0064470229,T
0590425560,_OTHER
0590414356,_OTHER
0910034532,A
1591820324,G
1591820316,G
1591820308,G
1591820286,G
1931514496,G
1931514968,G
3426621657,D
8573022744,H
0312983336,I
0140714197,R
0425154882,C
0233981071,M
3453171489,D
1550171348,T
0345404769,S
0425158594,D
0099282194,H
0380806576,V
0060508876,B
0967253535,N
0448095017,T
0671038850,A
345386722X,S
0446359688,R
0892831189,H
0449902927,F
1558745017,C
0671501283,S
033036197X,P
0767906780,F
0679744495,A
0440221099,T
0385319207,O
0449907635,T
042518269X,F
0060915749,T
0553260618,B
0671002783,G
0671722794,M
1893121119,T
0804900078,S
0385323905,K
034540727X,T
0786886625,S
0375760504,L
0312300530,T
157322930X,H
0805211020,A
0679736891,C
0060915188,A
0671792385,R
0156008661,L
0609803247,T
0425163407,U
0671873199,A
0812531353,T
0140281290,O
3596143500,M
0451525027,I
8441501742,P
8408022547,L
9074336329,W
3423704306,H
0515099546,T
0812542835,R
0373264208,R
0373264216,K
0425170306,T
042517025X,T
0425180905,T
0373263945,L
0425067769,T
0785278796,T
1560431008,W
1565076257,_OTHER
0553575937,J
0571136117,H
0856402915,F
0800714237,_OTHER
0140069453,T
0671852701,F
0553283588,J
055329508X,D
0855616539,T
0743410181,T
0671502522,A
0373834292,V
0263819922,M
0263823091,A
026382831X,T
0671744623,T
0671025384,I
0671019228,Q
038073320X,T
0061044636,M
0553561049,L
0263824683,P
0373047231,O
0373483872,D
3442438241,D
3596130417,S
0552526150,D
0307123332,P
0723245835,P
3770156218,D
351828875X,D
3453124502,D
354835985X,E
3404144449,D
3442420156,D
0330294911,M
3485008265,I
0061053473,G
3792000261,D
3257229305,D
3499231689,B
3423125071,M
0553239112,T
0802141293,T
0451458915,E
0451458559,S
0451458141,E
0451457935,S
0451457730,S
0142002798,M
0397300441,L
0451190955,L
0451160533,S
0060530421,T
0395927218,T
0345450302,T
006039384X,M
037576092X,A
0874041872,C
0515133876,N
0515134503,O
0515134457,B
0515134473,B
0810942631,R
0515134465,B
0142002593,A
051513452X,T
0399150706,F
0515134481,C
038548237X,T
051513449X,G
158567365X,S
0743456408,T
0743427149,T
1565113306,F
3442355907,L
3442448182,M
3442309646,D
3442541662,D
3442451752,D
9810023847,T
081257558X,W
0684859483,L
9810455674,A
0395971802,S
9810026595,C
1853262439,C
1853262544,M
0971009902,T
1840224002,H
1853260339,A
8495501465,D
8483280213,E
8401422663,A
8401461170,E
8440672136,L
0553212737,E
2277301981,L
0140106391,G
0345434110,S
0743456947,T
1853265179,F
0671013777,G
0446605700,H
0451186745,L
0553446282,H
1857821173,S
0446531413,O
0061032476,T
0373764405,B
0060533072,U
055356983X,A
0330352695,F
1860499627,D
0553492144,M
0553569228,F
0061013714,T
0345260791,S
0553493213,A
0312274777,T
0140366709,K
0060574216,M
0060540591,H
0553492942,T
1853262773,P
0896380637,D
0752271687,H
0899093655,E
0312049994,S
0767914848,C
0684849690,T
0380731819,I
0505524902,T
0515131679,T
0425195449,N
0446613851,A
034544227X,J
0451210611,W
0679438890,O
0399527826,S
0767904095,A
0812929802,E
0743400739,T
2070424324,L
2290311782,J
2266031619,L
1550544683,J
0749717556,F
0881339512,T
0140031189,T
0871132648,A
037575699X,D
0141301104,T
0714843377,I
3453150090,D
0525944230,T
0425170500,W
0399148248,M
9500416387,C
9500704285,C
843391426X,H
0425174344,L
0671027581,O
0061015075,D
0224031457,A
8495501376,L
0805066160,B
0553564498,F
1883991145,S
0312970277,T
0449224627,D
0060082194,R
0618059458,T
1573229725,F
0786889306,C
325770044X,W
8711075597,M
0671534726,H
0671873202,H
0671007637,R
0671534734,U
0821745689,C
0671534742,M
0380720973,D
0425136981,S
2070381471,A
0609607294,T
089733356X,I
0375724397,T
0226244962,T
0312965141,S
0807612596,J
0893819034,T
0689848919,F
3404161696,D
0590436481,K
0671673653,A
1558746692,T
0140378278,T
0352332352,F
0452007380,B
0553133896,M
0380599236,S
0440224780,T
0446671002,T
0590483404,A
0060930314,I
0590453653,W
059056885X,A
038549842X,R
0385246870,U
0312869088,C
0871312875,S
0340415185,B
0684865491,R
0786862874,W
0679419454,D
0553057456,C
0385298870,B
0836252063,T
1575662493,P
1551668971,H
1880909340,T
0517597152,T
0399149384,L
1559721162,S
0802733220,M
0892967307,T
0446518859,T
0688126731,D
0684196549,A
0688158196,K
0345386299,T
0836278658,N
0609602403,I
1575663473,C
0525426701,T
0689304420,Z
0394473043,S
052593863X,R
0385419457,D
0060176539,B
038530532X,I
0385314124,C
0312112831,A
0618045678,W
0312263066,D
038097729X,P
0670854891,T
2266123254,A
0439531640,I
0152045708,T
0812971043,T
0156319527,F
0754807762,H
0060923288,R
1551669323,C
0330349112,C
033035566X,S
061805670X,A
0684860244,D
0831731516,F
3453870212,H
3442355052,D
0385509510,U
3426616653,D
0688169082,A
1570753881,J
0813339022,I
0465083668,T
0931779073,T
0679757015,G
0385239165,B
155896388X,T
0380771535,I
0813526507,P
0460873946,T
0804115761,T
0688118186,T
0671027328,T
1863305955,U
0195090616,I
0812513495,E
0812971116,W
0140481850,E
3442449871,F
3442450136,J
3442426030,W
0064406423,F
0140249265,A
8807813025,N
885152033X,I
3462027697,S
0449147231,W
0747258740,T
0330351958,A
0743419162,F
0451205707,A
0060179341,D
0316152196,A
0312185863,F
0312865694,I
0684193965,T
0451206444,M
0843947616,I
0689117353,M
0787902314,A
0304328502,F
0745312187,S
0889220603,T
1558505164,T
1550221582,K
0553380400,B
1555838537,S
0889223017,D
0449219399,M
0310248299,C
006104296X,E
0553803700,I
0553565079,F
0451524608,A
0451522869,L
0451524101,T
0451522990,T
0451522966,T
0451524098,M
0451523113,T
0451522664,T
0451522974,H
0140707204,A
0140707182,F
014070728X,K
0441001416,L
0671025325,I
0802850995,M
0804200637,T
068700781X,M
0679730621,B
1862044201,T
0345388879,D
0316102334,F
0380792508,O
0517552000,T
0553564927,T
0064403149,T
0446400718,P
0786868848,W
0451410378,T
1573227889,T
0446515272,D
0425129039,W
0373240007,P
3596505275,B
3608934537,D
0765304341,F
076530418X,S
0312867808,S
0812568850,E
0812575857,S
0452263565,A
0553285920,S
0345346602,A
0679454748,T
0785280952,J
0345430514,A
0060933186,L
0061097853,T
0552995770,C
0718143051,T
1865083348,T
3570206181,G
3570205932,G
3473581720,I
349913943X,B
0553271369,T
0671016733,F
0618145591,G
0307001377,T
0140390227,T
0851129412,B
0851128882,T
1852838892,T
0743430344,B
0500091080,D
0851125794,T
0711930007,M
034911319X,P
0688176461,T
0373765207,C
0439132266,S
0195101685,O
0860202909,U
0743477553,O
0451515927,T
0373169922,C
0671867091,R
1575662728,I
0821758608,H
038072751X,T
880616032X,I
8817861022,C
8804400684,L
887818635X,E
8841730161,L
0553207083,Z
0590487922,Z
0590554093,T
0821756079,T
0886778905,T
0425147517,T
0345386108,W
0671709607,F
1881471578,S
3442725984,D
0849942365,F
0895294958,D
0028612671,S
0395752833,S
0061056154,M
0515130095,S
0061099082,T
0812531884,T
0671795554,R
0886775981,T
0515130044,T
1551665204,B
0440217334,T
0140287442,I
0425164152,T
038072118X,W
0451407199,V
0446608009,T
0553576798,T
1558850767,H
0684871483,K
0446525537,A
0385472978,N
0533133726,C
1561708755,_OTHER
0375507639,A
0670894605,T
038550117X,D
0684847450,M
0886772796,M
0451451600,I
0752847732,A
0684865386,N
1400030927,J
0340767065,F
0582327318,U
014062080x,T
0135605415,M
0395585686,B
3442445078,Z
0141012722,L
0451208668,T
0380976749,T
038549744X,E
0316095648,A
1552781364,M
075530540X,M
0590321579,G
0919926487,Q
090898801X,W
0553275380,T
0505522977,T
3548256058,D
3404614887,W
2226133097,C
0684849046,T
0679752560,A
0312270348,L
0345446666,D
0449207668,B
1877251038,S
0877734518,L
1863305025,H
0460875523,N
0330359916,N
0553550020,A
0881662089,F
0890875871,D
0385423977,T
0805031251,F
0684859114,D
0812931378,P
042514321X,T
0767904621,P
0312205309,D
0061008079,A
096843911X,F
0553255762,M
1550460943,D
067154683X,D
0671690094,A
3492231489,D
0618093974,M
0060970421,S
0440295556,T
0590423827,S
0440134056,H
0399145419,F
0553241443,H
0425071588,S
0156004801,A
0380788802,B
1853260975,T
0671047302,V
0843949465,B
0743254392,W
0099142309,R
0671640992,T
0312610556,P
0385493002,T
0385418132,T
0446611921,T
006103018X,C
0525945725,T
3351028253,N
0140511687,T
0030291798,B
0060959541,F
0812967224,T
0374250995,R
0380710722,I
0006550576,R
0743471555,_OTHER
0553101633,G
0743205820,J
0061094226,C
0679776591,F
3446177108,D
3426609568,S
3453090578,D
3442441188,D
0679777423,G
0553344234,L
0060175796,T
057121861X,D
0807004553,S
0140439072,T
0140288090,L
0679435549,C
3492044514,B
3442354722,D
3442356970,D
3442442540,D
3442438659,T
3499225964,H
3492236324,L
3426612828,D
3462030191,P
3426622254,P
3426048086,G
3498006312,B
3746612160,D
3485008702,E
3453195841,D
340411566X,D
345307565X,D
3453177398,E
0679020489,F
0471526525,T
0312263236,F
0670853097,T
0140184325,T
0340424354,M
1862045143,L
0671000314,F
0688170714,I
0375502114,I
0517703963,M
0786866500,S
0062516086,T
0670879835,O
1551920107,M
1591293049,P
087113795X,P
0446522597,T
0375507876,P
0671724800,S
0590446681,H
0590303805,_OTHER
0590426257,_OTHER
0590426265,Y
0671745069,A
0380710811,T
0836226992,_OTHER
0066209773,T
0140082255,W
1558746226,A
0688167101,T
0375502912,S
1400047714,P
1893224902,W
0811808424,U
0375506276,T
0935300007,T
905000105X,H
0898220785,D
207054351X,H
0440234700,T
0373075111,D
0451175190,R
0451181964,C
0886776686,T
1582340110,A
1567920713,T
0743237196,F
0515136565,F
0312864124,T
0684803968,L
0553582364,A
0446611476,S
0553284363,P
075151635X,W
0515117420,T
0515107476,T
0515132489,S
0515103977,T
0515101486,S
0515097500,M
0515111139,T
0375500642,T
0743219287,_OTHER
0451200152,T
0759239630,L
0812525647,F
0751500046,C
0684831708,O
0446355917,B
0140390081,T
0060168528,I
0451522087,R
0877953120,M
8440630794,C
0743411331,N
044100914X,C
0553379194,F
0441008976,C
0140386270,T
0451451430,N
0345444019,T
0345444000,T
0553103946,P
0345440781,T
0743431014,S
0553381768,A
051770739X,D
0743227123,T
0553370804,P
1550170759,A
0451203771,S
0515124893,H
0671528203,S
0786860820,B
0394732928,T
0812540336,T
0061012165,G
0399504583,P
0140351302,G
0195130928,B
0553210793,T
0141180250,P
0385488181,E
0590503111,T
0879517034,N
0790008696,T
1885223331,H
0671522779,O
0451156455,T
0373790953,A
1568655622,W
0773731202,T
0786867647,L
1552782654,L
0515133973,M
0771091591,S
0802114970,T
0771037457,N
044016205X,N
0425097722,F
067189109X,T
067162461X,L
0812580397,M
0440229499,G
0446678619,O
0671702513,T
0679420428,M
0273645919,F
0449911594,D
0743255712,W
1560255102,A
0758203519,A
0312287712,T
0449703746,S
0312872356,T
0312872364,T
0969201745,H
0871133962,G
0312874413,A
1551990393,M
0312890532,T
0312861591,T
0385496745,T
0393039307,C
0151002290,E
0156013177,T
0880012528,A
0345296907,S
0192760319,O
1852304839,H
0934252238,I
0875424953,G
0806994754,T
1880032074,N
1889625035,R
0060913312,I
0877732248,S
0140126562,G
0671673203,M
0312950098,B
0446892041,A
0142001309,T
0802133347,L
0888992211,T
1553663950,T
0440401607,S
0440476399,S
067166641X,S
1586212044,T
1576739767,A
0448165384,C
0694523283,L
0143017292,B
1857997573,T
1570761418,T
0968454402,S
0385333412,D
1853261912,M
0060084405,B
0345367758,F
0783801157,E
1550135457,C
0345445848,B
0375504036,B
0453006264,P
0375724850,A
1552781542,P
0140430016,W
0816158770,P
1862041318,P
0590203509,L
0373708416,W
0671734334,S
0399145052,B
0671883208,F
0099740516,F
0747550867,R
0590453068,A
0064406113,T
0061056448,X
0689824750,A
0340577371,F
0345423623,N
0896731081,D
0804108897,E
0399132007,W
0671003976,S
0553246895,T
1567921892,T
0374181152,B
0385316577,F
0330334182,G
0060012331,T
0385501560,C
0066212448,W
1932100024,T
0140264450,T
0192632442,D
1400047838,F
0393045358,H
0486272702,G
0786864656,A
1400040752,B
0446525774,S
0385311133,S
0913428361,B
0525945466,F
0671795228,T
1551668106,G
0440404975,Y
0689713908,I
0590412485,D
0440413729,B
044022747X,N
006440630X,T
0440407591,Y
0553244841,J
0553231863,M
0553233246,H
0552527742,B
0553565060,D
050028251X,N
0394533887,P
3492229697,A
0194226948,A
0140034919,I
0879238526,I
1899293086,A
3257063199,D
0345430573,A
0892966505,W
1559705884,T
0452284546,S
0743203232,T
0789300354,A
0451175867,A
0812574923,_OTHER
0446600288,B
0440208130,P
055337513X,B
0671507036,M
0060930861,C
0821776037,W
0345457005,D
0967404401,H
0140232990,S
1582430349,E
1582430152,H
0345430808,M
0140242058,Z
0142001821,T
0806511532,T
0809001608,T
0380719185,P
0452281903,A
0312983093,B
0813511895,P
0671660705,U
0671731874,L
0385316917,S
0385335431,A
0345435648,I
0385333463,H
0440205573,S
0440221501,L
0385313012,S
0385333064,T
0446385077,I
0440201926,K
0688141838,T
0671557378,A
0440176484,S
0373288689,S
0753506483,L
0553576143,T
0446612731,T
0553252607,T
2070323498,L
0590448307,K
0590424955,B
0553573837,B
0590436457,K
0590416677,M
0316139947,F
0570041945,D
0440476968,T
0590435728,S
0590691821,A
0345436733,G
0965866823,_OTHER
0965866807,_OTHER
002708230X,S
0670894184,B
0373833458,D
0316473049,T
0449225925,L
0830713042,C
0061092037,T
0553275631,B
0486270602,Y
0671669397,S
0486419274,P
0835918696,A
0486270629,A
0486278026,M
0486297659,T
0836225902,B
006273248X,A
0440236053,W
002920528X,M
1558003592,P
0399144560,F
0553478206,M
0694523321,N
0060577479,L
156740765X,T
0066621054,L
1570721971,H
0373706383,S
037310734X,B
1561290998,S
0800784111,I
0802733662,D
0345426800,A
0440216818,D
0440224330,M
0446526126,T
0743242963,T
1401900844,S
0385319568,T
0062515845,T
0886779766,S
0679454497,B
8421615734,L
0449906817,T
0505525178,I
0671709569,V
0061061778,V
0671021826,T
0553575414,C
0312968973,C
0441008658,S
0345368991,T
0393309290,M
038542017X,L
073943053X,I
0312958366,M
0553582003,T
0515135305,C
0449140911,H
0451407695,B
0451404793,W
0345315499,V
0345308921,R
034530893X,D
0821773135,L
0843943408,B
0515130397,V
0380414759,T
0671556843,R
0671779370,C
0821747479,D
0553571591,M
0380807947,A
0380005255,T
038079828X,P
0380799383,S
0446606227,B
0843939427,S
0671004123,W
0449006352,P
0671010085,O
0671010093,O
0881844365,C
0553572407,I
0345457641,A
0345423828,C
0312970129,I
1887128654,W
0345416430,T
0688158234,D
0446608475,T
0435905260,T
0965036022,M
0590853015,T
0671729330,S
078686219X,L
0671769669,T
0671741373,B
0967851017,T
0385240716,M
0515111317,T
0451202902,S
0441005349,W
0446356611,R
0446350109,W
0671877992,G
0449216527,S
0671014757,H
0671014765,B
0671551361,D
0671551337,S
0671551388,S
0671551353,S
0671014773,W
0671551345,D
0671721100,B
0553574574,B
0812534832,D
0671721623,F
0671698850,K
0671721542,W
0671876155,C
0140434895,G
0140180923,L
0393309282,J
0060194790,W
0452280397,P
0886773318,T
0886775167,W
0812521145,J
0671721259,C
0671876287,T
0517543346,O
8483105365,L
0140265988,F
0752271474,P
0751512966,I
059049418X,T
207038165X,L
0531098745,H
0465026567,G
0446674044,D
1592570801,T
1582970807,M
158180119X,W
1581802986,T
0891347208,P
1581800320,P
0140390448,W
0004121120,L
0861013743,T
0525945407,H
0517654954,D
0025294458,T
0903505355,T
0903505193,T
1551050765,L
0517693399,T
1859671039,T
0458921009,T
1842151126,R
0920656404,M
0399139206,W
0060163704,C
0920656080,T
0920656943,E
0835607771,V
0345391373,A
0714836257,T
0920656269,N
0345400577,A
0679419616,F
0201567792,L
0517331942,M
1568361742,O
0385315058,I
9747315084,B
3453152891,O
3442352983,K
3499101505,D
3518382357,V
3442446929,D
3257218478,I
0684854341,H
3453052544,C
3442724295,W
0821225685,H
0449209881,A
0375724443,A
0140282777,B
034541005X,T
2894294247,T
0553159445,S
0380713349,P
059044333X,T
0380614324,I
0440911257,T
0671736795,T
0671529544,F
0671628410,W
0425133184,S
0671888285,M
0425127729,S
0671894242,B
0671529560,L
059045370X,L
0590453696,T
0590477382,O
0590466186,T
0446602558,S
0316485187,H
0890819858,J
0310539218,A
156761583X,T
0805042768,D
0883964481,A
0140432914,T
0006742939,T
1573222321,J
0688163165,M
0064400204,S
0060557540,T
0525947671,T
0151004439,S
0679642382,P
0804113475,L
037576013X,D
0679455612,A
0553212435,V
0440147956,L
0375415351,S
0763616052,B
0380432811,B
0440212359,L
0670857459,F
1582344094,T
0452285062,T
0805063315,D
0671507303,D
0684844141,F
0394722531,T
0375504184,I
0671009443,P
0425165337,T
0553579207,A
0060529148,G
006104444X,Z
1400034817,R
0553378007,T
0836226844,F
0515113328,T
0345368436,S
0515093203,T
0446525731,T
0449212653,F
0515107867,T
0140232257,M
0449220273,D
0312864876,H
0684813637,J
0451192931,J
0446400564,D
0446403083,M
0445406836,T
0156003376,T
0515132268,T
0399524827,D
1563055619,G
0451205685,G
0451190572,T
8831766023,I
8845205118,I
1555218067,T
0525940413,S
8401495237,L
0440411394,U
0590425609,S
0425187101,C
1857026012,T
014007385X,C
0905762207,F
0771014813,T
0028610865,T
0312862091,P
0312064330,O
0312093586,O
0312866712,P
0553229281,M
0553244949,V
0441646611,C
0441516645,G
0671601075,L
067166493X,S
0671532642,R
8466200622,E
9681908244,L
840801207X,A
0886772680,T
0812511840,K
0671865714,H
0515105449,F
0451404505,T
0515112461,T
0451407504,S
0449206440,T
0380809176,M
0385506708,D
0515109509,T
0446355569,T
0192838601,S
0140255036,D
020717055X,C
0060173092,E
0151001820,T
